Cluster-12724.0,GO:0006730
Cluster-67248.130879,GO:0005515
Cluster-67248.130903,GO:0003924
Cluster-67248.131113,GO:0003700
Cluster-67248.131287,GO:0016491
Cluster-67248.131321,GO:0008097
Cluster-67248.131393,GO:0005515
Cluster-67248.131711,GO:0004435
Cluster-67248.131910,GO:0016620
Cluster-67248.132441,GO:0004601
Cluster-67248.132609,GO:0008270
Cluster-67248.132953,GO:0005515
Cluster-67248.133140,GO:0003677
Cluster-67248.133943,GO:0005198
Cluster-67248.134402,GO:0003854
Cluster-67248.134682,GO:0005524
Cluster-67248.13472,GO:0046537
Cluster-67248.135023,GO:0005524
Cluster-67248.135347,GO:0003677
Cluster-67248.135466,GO:0016702
Cluster-67248.135468,GO:0003677
Cluster-67248.135500,GO:0016491
Cluster-67248.135660,GO:0004674
Cluster-67248.135921,GO:0003700
Cluster-67248.136753,GO:0005515
Cluster-67248.137729,GO:0005246
Cluster-67248.138702,GO:0004749
Cluster-67248.138831,GO:0080019
Cluster-67248.139003,GO:0005524
Cluster-67248.13909,GO:0005201
Cluster-67248.139231,GO:0005515
Cluster-67248.139306,GO:0005515
Cluster-67248.139330,GO:0003676
Cluster-67248.13959,GO:0000287
Cluster-67248.140445,GO:0043015
Cluster-67248.140635,GO:0051082
Cluster-67248.141007,GO:0005515
Cluster-67248.141064,GO:0003723
Cluster-67248.141065,GO:0043531
Cluster-67248.141966,GO:0016787
Cluster-67248.142193,GO:0005524
Cluster-67248.142580,GO:0016491
Cluster-67248.142674,GO:0042626
Cluster-67248.143278,GO:0003677
Cluster-67248.143751,GO:0008565
Cluster-67248.143939,GO:0005515
Cluster-67248.144155,GO:0004474
Cluster-67248.144670,GO:0030955
Cluster-67248.145457,GO:0005089
Cluster-67248.145625,GO:0016705
Cluster-67248.145870,GO:0016787
Cluster-67248.146924,GO:0033926
Cluster-67248.147119,GO:0098519
Cluster-67248.147120,GO:0003924
Cluster-67248.14743,GO:0003677
Cluster-67248.147797,GO:0003735
Cluster-67248.147808,GO:0036459
Cluster-67248.148419,GO:0008233
Cluster-67248.148557,GO:0004970
Cluster-67248.149503,GO:0003724
Cluster-67248.149621,GO:0003993
Cluster-67248.149667,GO:0004518
Cluster-67248.150048,GO:0004420
Cluster-67248.150475,GO:0016705
Cluster-67248.150525,GO:0003968
Cluster-67248.151551,GO:0051082
Cluster-67248.1520,GO:0005524
Cluster-67248.152260,GO:0016887
Cluster-67248.152682,GO:0003700
Cluster-67248.153334,GO:0020037
Cluster-67248.154099,GO:0005507
Cluster-67248.154177,GO:0005524
Cluster-67248.154178,GO:0005524
Cluster-67248.155958,GO:0003824
Cluster-67248.156281,GO:0016787
Cluster-67248.15643,GO:0016491
Cluster-67248.157010,GO:0004672
Cluster-67248.157045,GO:0016787
Cluster-67248.157273,GO:0050662
Cluster-67248.158081,GO:0008233
Cluster-67248.158143,GO:0000155
Cluster-67248.158164,GO:0005515
Cluster-67248.158168,GO:0005515
Cluster-67248.161898,GO:0003677
Cluster-67248.162870,GO:0005102
Cluster-67248.163216,GO:0004672
Cluster-67248.163265,GO:0003676
Cluster-67248.164029,GO:0004842
Cluster-67248.165565,GO:0008565
Cluster-67248.165899,GO:0005524
Cluster-67248.166864,GO:0030170
Cluster-67248.168613,GO:0016788
Cluster-67248.171401,GO:0019871
Cluster-67248.172037,GO:0005515
Cluster-67248.172254,GO:0004829
Cluster-67248.172380,GO:0004672
Cluster-67248.17246,GO:0005524
Cluster-67248.173471,GO:0003854
Cluster-67248.174527,GO:0003723
Cluster-67248.19877,GO:0005515
Cluster-67248.21632,GO:0003824
Cluster-67248.21861,GO:0005515
Cluster-67248.22994,GO:0005515
Cluster-67248.26182,GO:0008171
Cluster-67248.2681,GO:0003746
Cluster-67248.2785,GO:0003735
Cluster-67248.27951,GO:0016787
Cluster-67248.28001,GO:0003774
Cluster-67248.30597,GO:0004672
Cluster-67248.32882,GO:0005515
Cluster-67248.33867,GO:0016773
Cluster-67248.34781,GO:0005524
Cluster-67248.36113,GO:0005198
Cluster-67248.37679,GO:0016705
Cluster-67248.38271,GO:0016491
Cluster-67248.38272,GO:0004826
Cluster-67248.38464,GO:0004190
Cluster-67248.39226,GO:0003677
Cluster-67248.39287,GO:0046872
Cluster-67248.40586,GO:0005524
Cluster-67248.41201,GO:0008374
Cluster-67248.41239,GO:0008270
Cluster-67248.41724,GO:0005515
Cluster-67248.41890,GO:0008977
Cluster-67248.42949,GO:0016705
Cluster-67248.43841,GO:0042626
Cluster-67248.44435,GO:0005506
Cluster-67248.44437,GO:0016705
Cluster-67248.44994,GO:0005515
Cluster-67248.45605,GO:0015238
Cluster-67248.45606,GO:0015297
Cluster-67248.47102,GO:0005506
Cluster-67248.4724,GO:0008137
Cluster-67248.47429,GO:0004420
Cluster-67248.47677,GO:0005524
Cluster-67248.47681,GO:0016491
Cluster-67248.49199,GO:0005213
Cluster-67248.50398,GO:0016705
Cluster-67248.50623,GO:0009055
Cluster-67248.51096,GO:0004386
Cluster-67248.52468,GO:0016887
Cluster-67248.52722,GO:0003677
Cluster-67248.52724,GO:0003677
Cluster-67248.53188,GO:0004820
Cluster-67248.53203,GO:0016829
Cluster-67248.54663,GO:0046872
Cluster-67248.55245,GO:0005515
Cluster-67248.55307,GO:0016491
Cluster-67248.55330,GO:0005515
Cluster-67248.55836,GO:0016787
Cluster-67248.56048,GO:0004671
Cluster-67248.56082,GO:0003924
Cluster-67248.56391,GO:0008270
Cluster-67248.56524,GO:0051537
Cluster-67248.56573,GO:0008324
Cluster-67248.56998,GO:0005515
Cluster-67248.57183,GO:0008270
Cluster-67248.57750,GO:0016705
Cluster-67248.57902,GO:0001104
Cluster-67248.59186,GO:0005524
Cluster-67248.59257,GO:0005515
Cluster-67248.59311,GO:0015093
Cluster-67248.59456,GO:0008270
Cluster-67248.60251,GO:0004672
Cluster-67248.60257,GO:0005524
Cluster-67248.60330,GO:0000166
Cluster-67248.61895,GO:0004872
Cluster-67248.62054,GO:0016887
Cluster-67248.62076,GO:0004672
Cluster-67248.62306,GO:0016788
Cluster-67248.62498,GO:0015078
Cluster-67248.63032,GO:0004435
Cluster-67248.63364,GO:0005515
Cluster-67248.64316,GO:0000166
Cluster-67248.64505,GO:0003700
Cluster-67248.64954,GO:0008987
Cluster-67248.64955,GO:0051539
Cluster-67248.65001,GO:0008270
Cluster-67248.65394,GO:0005507
Cluster-67248.65881,GO:0005515
Cluster-67248.65887,GO:0005216
Cluster-67248.66363,GO:0030976
Cluster-67248.66368,GO:0030976
Cluster-67248.66995,GO:0004616
Cluster-67248.67344,GO:0004672
Cluster-67248.67347,GO:0004672
Cluster-67248.67986,GO:0004553
Cluster-67248.68063,GO:0004553
Cluster-67248.68108,GO:0016887
Cluster-67248.68110,GO:0003924
Cluster-67248.68453,GO:0046872
Cluster-67248.68771,GO:0003677
Cluster-67248.69215,GO:0005515
Cluster-67248.69656,GO:0016773
Cluster-67248.69728,GO:0005524
Cluster-67248.69836,GO:0005509
Cluster-67248.69949,GO:0047134
Cluster-67248.70115,GO:0003700
Cluster-67248.70181,GO:0005524
Cluster-67248.70526,GO:0016887
Cluster-67248.71743,GO:0005524
Cluster-67248.73459,GO:0005524
Cluster-67248.74121,GO:0020037
Cluster-67248.74317,GO:0016773
Cluster-67248.74320,GO:0016773
Cluster-67248.74369,GO:0015238
Cluster-67248.74599,GO:0005524
Cluster-67248.74601,GO:0004672
Cluster-67248.74711,GO:0004672
Cluster-67248.74718,GO:0043531
Cluster-67248.75006,GO:0008661
Cluster-67248.75055,GO:0008716
Cluster-67248.75172,GO:0005506
Cluster-67248.75185,GO:0008270
Cluster-67248.75354,GO:0005506
Cluster-67248.75954,GO:0016491
Cluster-67248.76022,GO:0015297
Cluster-67248.76378,GO:0004518
Cluster-67248.76489,GO:0015078
Cluster-67248.76700,GO:0016705
Cluster-67248.76854,GO:0003676
Cluster-67248.77988,GO:0008270
Cluster-67248.78428,GO:0005515
Cluster-67248.78769,GO:0050661
Cluster-67248.78974,GO:0005086
Cluster-67248.78983,GO:0008270
Cluster-67248.79238,GO:0003824
Cluster-67248.79535,GO:0005524
Cluster-67248.79805,GO:0018024
Cluster-67248.79820,GO:0008536
Cluster-67248.79924,GO:0020037
Cluster-67248.79928,GO:0003678
Cluster-67248.80043,GO:0005524
Cluster-67248.80260,GO:0015269
Cluster-67248.80850,GO:0004222
Cluster-67248.81492,GO:0003857
Cluster-67248.81781,GO:0005506
Cluster-67248.81915,GO:0030145
Cluster-67248.82138,GO:0005044
Cluster-67248.82145,GO:0008270
Cluster-67248.82229,GO:0005525
Cluster-67248.82464,GO:0071949
Cluster-67248.82530,GO:0016787
Cluster-67248.82557,GO:0005524
Cluster-67248.82896,GO:0004672
Cluster-67248.82934,GO:0004672
Cluster-67248.83303,GO:0004867
Cluster-67248.83385,GO:0004672
Cluster-67248.83386,GO:0004672
Cluster-67248.83389,GO:0004672
Cluster-67248.83468,GO:0016491
Cluster-67248.83971,GO:0004185
Cluster-67248.84071,GO:0016301
Cluster-67248.84604,GO:0005198
Cluster-67248.84836,GO:0004506
Cluster-67248.84901,GO:0000166
Cluster-67248.85081,GO:0005515
Cluster-67248.85099,GO:0003774
Cluster-67248.85247,GO:0016491
Cluster-67248.85579,GO:0043531
Cluster-67248.85593,GO:0005515
Cluster-67248.85825,GO:0016209
Cluster-67248.86826,GO:0016773
Cluster-67248.86827,GO:0005524
Cluster-67248.86828,GO:0005524
Cluster-67248.86831,GO:0005515
Cluster-67248.86976,GO:0050660
Cluster-67248.87057,GO:0003677
Cluster-67248.87086,GO:0008236
Cluster-67248.87294,GO:0020037
Cluster-67248.87315,GO:0016887
Cluster-67248.87634,GO:0005515
Cluster-67248.87649,GO:0005524
Cluster-67248.87650,GO:0005524
Cluster-67248.87670,GO:0005515
Cluster-67248.87698,GO:0003824
Cluster-67248.87839,GO:0005515
Cluster-67248.87944,GO:0005524
Cluster-67248.88066,GO:0003677
Cluster-67248.88075,GO:0005216
Cluster-67248.88088,GO:0016209
Cluster-67248.88133,GO:0005524
Cluster-67248.88428,GO:0042578
Cluster-67248.88711,GO:0003682
Cluster-67248.88741,GO:0003690
Cluster-67248.88872,GO:0016705
Cluster-67248.88914,GO:0031369
Cluster-67248.89076,GO:0016209
Cluster-67248.89397,GO:0016702
Cluster-67248.89429,GO:0016787
Cluster-67248.90443,GO:0004519
Cluster-67248.90892,GO:0051537
Cluster-67248.90898,GO:0008270
Cluster-67248.91024,GO:0005524
Cluster-67248.91387,GO:0016881
Cluster-67248.91509,GO:0003677
Cluster-67248.91688,GO:0005515
Cluster-67248.91693,GO:0016209
Cluster-67248.91698,GO:0016876
Cluster-67248.91786,GO:0004672
Cluster-67248.91850,GO:0005524
Cluster-67248.91872,GO:0016491
Cluster-67248.91877,GO:0003824
Cluster-67248.92042,GO:0046983
Cluster-67248.92145,GO:0003723
Cluster-67248.92153,GO:0003723
Cluster-67248.92191,GO:0051287
Cluster-67248.92208,GO:0003677
Cluster-67248.92213,GO:0003677
Cluster-67248.92432,GO:0008745
Cluster-67248.92437,GO:0042802
Cluster-67248.92549,GO:0005515
Cluster-67248.92568,GO:0005525
Cluster-67248.92570,GO:0000166
Cluster-67248.92575,GO:0043531
Cluster-67248.92821,GO:0003723
Cluster-67248.92937,GO:0016740
Cluster-67248.93175,GO:0004222
Cluster-67248.93424,GO:0008987
Cluster-67248.93473,GO:0003743
Cluster-67248.93474,GO:0016791
Cluster-67248.93476,GO:0005179
Cluster-67248.93520,GO:0005524
Cluster-67248.94104,GO:0016705
Cluster-67248.94279,GO:0003678
Cluster-67248.94495,GO:0003854
Cluster-67248.94559,GO:0005524
Cluster-67248.95273,GO:0036459
Cluster-67248.95310,GO:0004107
Cluster-67248.95417,GO:0003676
Cluster-67248.95673,GO:0004471
Cluster-67248.95718,GO:0009378
Cluster-67248.95818,GO:0046872
Cluster-67248.95837,GO:0003723
Cluster-67248.95931,GO:0005524
Cluster-67248.96060,GO:0030151
Cluster-67248.96071,GO:0008270
Cluster-67248.96255,GO:0004222
Cluster-67248.96338,GO:0050524
Cluster-67248.96480,GO:0005524
Cluster-67248.96497,GO:0004252
Cluster-67248.96569,GO:0046983
Cluster-67248.96582,GO:0016717
Cluster-67248.96624,GO:0061630
Cluster-67248.96719,GO:0004356
Cluster-67248.96888,GO:0016787
Cluster-67248.96925,GO:0016765
Cluster-67248.96954,GO:0016705
Cluster-67248.96973,GO:0030337
Cluster-67248.96993,GO:0005515
Cluster-67248.97196,GO:0003870
Cluster-67248.97256,GO:0003723
Cluster-67248.97436,GO:0016616
Cluster-67248.97453,GO:0016836
Cluster-67248.97521,GO:0050660
Cluster-67248.97627,GO:0001104
Cluster-67248.97664,GO:0051082
Cluster-67248.97697,GO:0051082
Cluster-67248.97739,GO:0042626
Cluster-67248.97741,GO:0015930
Cluster-67248.97814,GO:0046983
Cluster-67248.97832,GO:0050661
Cluster-67248.97838,GO:0030170
Cluster-67248.97976,GO:0003677
Cluster-67248.97980,GO:0016491
Cluster-67248.98110,GO:0003676
Cluster-67248.98441,GO:0000166
Cluster-67248.98444,GO:0003676
Cluster-67248.98484,GO:0016879
Cluster-67248.98578,GO:0020037
Cluster-67248.98690,GO:0045735
Cluster-67248.98761,GO:0005524
Cluster-67248.98903,GO:0015930
Cluster-67248.98966,GO:0005515
Cluster-67248.99044,GO:0003677
Cluster-67248.99067,GO:0019001
Cluster-67248.99225,GO:0005506
Cluster-67248.99280,GO:0003824
Cluster-67248.99295,GO:0005506
Cluster-67248.99383,GO:0008170
Cluster-67248.99537,GO:0003989
Cluster-67248.99572,GO:0005509
Cluster-67248.99585,GO:0008270
Cluster-67248.99637,GO:0003849
Cluster-67248.99760,GO:0003899
Cluster-67248.99809,GO:0048038
Cluster-67248.99818,GO:0004427
Cluster-67248.99822,GO:0004427
Cluster-67248.99848,GO:0005524
Cluster-67248.99869,GO:0015093
Cluster-67248.99870,GO:0005525
Cluster-67248.99884,GO:0003677
Cluster-67248.99896,GO:0051745
Cluster-67248.99907,GO:0016151
Cluster-67248.99916,GO:0005524
Cluster-67248.99927,GO:0015930
Cluster-68372.6,GO:0003677
Cluster-68895.0,GO:0015269
Cluster-73563.2,GO:0005198
Cluster-73688.0,GO:0022857
Cluster-21903.0,GO:0016491
Cluster-29250.0,GO:0005524
Cluster-32704.0,GO:0005515
Cluster-34321.0,GO:0016787
Cluster-44121.0,GO:0003887
Cluster-51470.0,GO:0016151
Cluster-5770.1,GO:0016638
Cluster-67245.0,GO:0003676
Cluster-67245.1,GO:0003723
Cluster-67248.100027,GO:0003677
Cluster-67248.100188,GO:0000334
Cluster-67248.100189,GO:0000334
Cluster-67248.100209,GO:0005319
Cluster-67248.100380,GO:0005524
Cluster-67248.100650,GO:0051082
Cluster-67248.100748,GO:0003924
Cluster-67248.100751,GO:0003924
Cluster-67248.100752,GO:0016887
Cluster-67248.100933,GO:0043022
Cluster-67248.100936,GO:0016616
Cluster-67248.101042,GO:0004020
Cluster-67248.101068,GO:0003723
Cluster-67248.101096,GO:0005337
Cluster-67248.101419,GO:0003899
Cluster-67248.101496,GO:0003899
Cluster-67248.101627,GO:0016491
Cluster-67248.101804,GO:0030170
Cluster-67248.101806,GO:0016829
Cluster-67248.101809,GO:0030170
Cluster-67248.101810,GO:0016829
Cluster-67248.101981,GO:0005509
Cluster-67248.102069,GO:0003676
Cluster-67248.102146,GO:0015930
Cluster-67248.102393,GO:0000166
Cluster-67248.102424,GO:0005515
Cluster-67248.102459,GO:0005515
Cluster-67248.102646,GO:0043399
Cluster-67248.102674,GO:0051536
Cluster-67248.102848,GO:0005524
Cluster-67248.102869,GO:0005509
Cluster-67248.103996,GO:0016705
Cluster-67248.104195,GO:0016705
Cluster-67248.104224,GO:0003723
Cluster-67248.104349,GO:0005102
Cluster-67248.104703,GO:0005524
Cluster-67248.105163,GO:0016760
Cluster-67248.105166,GO:0016760
Cluster-67248.105332,GO:0000049
Cluster-67248.105453,GO:0008270
Cluster-67248.105794,GO:0005515
Cluster-67248.105873,GO:0071949
Cluster-67248.106241,GO:0042803
Cluster-67248.106499,GO:0005515
Cluster-67248.106796,GO:0004177
Cluster-67248.106842,GO:0016627
Cluster-67248.106883,GO:0003677
Cluster-67248.107110,GO:0005524
Cluster-67248.107142,GO:0005515
Cluster-67248.107461,GO:0008234
Cluster-67248.107477,GO:0003678
Cluster-67248.107483,GO:0005515
Cluster-67248.108000,GO:0016491
Cluster-67248.108165,GO:0050661
Cluster-67248.108385,GO:0005509
Cluster-67248.108388,GO:0008137
Cluster-67248.108390,GO:0005524
Cluster-67248.108528,GO:0004842
Cluster-67248.108559,GO:0003724
Cluster-67248.109143,GO:0003677
Cluster-67248.109316,GO:0005524
Cluster-67248.109518,GO:0050662
Cluster-67248.109878,GO:0003682
Cluster-67248.109976,GO:0016705
Cluster-67248.110073,GO:0005509
Cluster-67248.110091,GO:0004672
Cluster-67248.110128,GO:0016705
Cluster-67248.110524,GO:0004672
Cluster-67248.110525,GO:0004672
Cluster-67248.110527,GO:0004672
Cluster-67248.110531,GO:0004672
Cluster-67248.110533,GO:0004672
Cluster-67248.110587,GO:0005515
Cluster-67248.110650,GO:0004553
Cluster-67248.110805,GO:0005515
Cluster-67248.111402,GO:0003677
Cluster-67248.111604,GO:0050660
Cluster-67248.111605,GO:0071949
Cluster-67248.111945,GO:0008131
Cluster-67248.112145,GO:0016616
Cluster-67248.112295,GO:0005515
Cluster-67248.112591,GO:0003777
Cluster-67248.112611,GO:0003677
Cluster-67248.112916,GO:0016705
Cluster-67248.113479,GO:0005515
Cluster-67248.114681,GO:0016788
Cluster-67248.114941,GO:0004674
Cluster-67248.115049,GO:0098519
Cluster-67248.115111,GO:0008017
Cluster-67248.115148,GO:0016616
Cluster-67248.115240,GO:0008168
Cluster-67248.115246,GO:0003676
Cluster-67248.115364,GO:0003726
Cluster-67248.115579,GO:0031072
Cluster-67248.115664,GO:0008270
Cluster-67248.115849,GO:0000166
Cluster-67248.115953,GO:0003677
Cluster-67248.115998,GO:0016987
Cluster-67248.116057,GO:0005213
Cluster-67248.116173,GO:0005507
Cluster-67248.116386,GO:0005524
Cluster-67248.116648,GO:0030170
Cluster-67248.116848,GO:0030983
Cluster-67248.116978,GO:0004871
Cluster-67248.117045,GO:0004659
Cluster-67248.117067,GO:0016614
Cluster-67248.117251,GO:0008270
Cluster-67248.117401,GO:0005524
Cluster-67248.117440,GO:0004402
Cluster-67248.117442,GO:0005515
Cluster-67248.117607,GO:0005524
Cluster-67248.117649,GO:0004519
Cluster-67248.117780,GO:0003724
Cluster-67248.118159,GO:0005515
Cluster-67248.118489,GO:0016876
Cluster-67248.119101,GO:0005524
Cluster-67248.119870,GO:0042626
Cluster-67248.120716,GO:0016787
Cluster-67248.120781,GO:0004672
Cluster-67248.121789,GO:0016773
Cluster-67248.122323,GO:0003918
Cluster-67248.122438,GO:0003777
Cluster-67248.122581,GO:0043531
Cluster-67248.122837,GO:0016491
Cluster-67248.122841,GO:0030246
Cluster-67248.122872,GO:0020037
Cluster-67248.123018,GO:0061630
Cluster-67248.123094,GO:0016760
Cluster-67248.123117,GO:0003677
Cluster-67248.123373,GO:0003676
Cluster-67248.124956,GO:0016705
Cluster-67248.125209,GO:0003700
Cluster-67248.125695,GO:0008233
Cluster-67248.126110,GO:0016491
Cluster-67248.126128,GO:0004672
Cluster-67248.126626,GO:0045156
Cluster-67248.126711,GO:0020037
Cluster-67248.126767,GO:0042803
Cluster-67248.127009,GO:0018024
Cluster-67248.127163,GO:0005524
Cluster-67248.127520,GO:0005515
Cluster-67248.127524,GO:0005515
Cluster-67248.128314,GO:0016887
Cluster-67248.130662,GO:0000166
Cluster-67248.130868,GO:0015078
Cluster-67248.130869,GO:0015078
Cluster-67248.130879,GO:0016702
Cluster-67248.130903,GO:0005198
Cluster-67248.131910,GO:0008839
Cluster-67248.132441,GO:0050664
Cluster-67248.132609,GO:0008168
Cluster-67248.132953,GO:0008270
Cluster-67248.133943,GO:0005524
Cluster-67248.134402,GO:0016616
Cluster-67248.134682,GO:0016773
Cluster-67248.135023,GO:0008134
Cluster-67248.135347,GO:0036459
Cluster-67248.135466,GO:0046872
Cluster-67248.135468,GO:0016787
Cluster-67248.135500,GO:0005515
Cluster-67248.137729,GO:0005515
Cluster-67248.138831,GO:0005515
Cluster-67248.139003,GO:0016742
Cluster-67248.139231,GO:0004803
Cluster-67248.139306,GO:0004197
Cluster-67248.13959,GO:0016829
Cluster-67248.140445,GO:0042802
Cluster-67248.140635,GO:0005198
Cluster-67248.141064,GO:0008134
Cluster-67248.141065,GO:0016887
Cluster-67248.142580,GO:0050151
Cluster-67248.143939,GO:0003677
Cluster-67248.144670,GO:0000287
Cluster-67248.145457,GO:0003899
Cluster-67248.145870,GO:0003677
Cluster-67248.147119,GO:0003924
Cluster-67248.147120,GO:0098519
Cluster-67248.14743,GO:0043565
Cluster-67248.147797,GO:0071949
Cluster-67248.149503,GO:0005524
Cluster-67248.149621,GO:0046872
Cluster-67248.150475,GO:0022857
Cluster-67248.150525,GO:0004197
Cluster-67248.1520,GO:0016818
Cluster-67248.152682,GO:0005515
Cluster-67248.154177,GO:0003677
Cluster-67248.154178,GO:0005525
Cluster-67248.155958,GO:0050662
Cluster-67248.156281,GO:0005524
Cluster-67248.157010,GO:0000155
Cluster-67248.157045,GO:0030145
Cluster-67248.158081,GO:0016773
Cluster-67248.158143,GO:0003774
Cluster-67248.161898,GO:0008270
Cluster-67248.163216,GO:0016773
Cluster-67248.163265,GO:0005524
Cluster-67248.164029,GO:0005515
Cluster-67248.165565,GO:0004674
Cluster-67248.165899,GO:0003910
Cluster-67248.171401,GO:0003677
Cluster-67248.172254,GO:0005198
Cluster-67248.173471,GO:0003824
Cluster-67248.19877,GO:0017048
Cluster-67248.21632,GO:0003854
Cluster-67248.21861,GO:0047134
Cluster-67248.22994,GO:0005524
Cluster-67248.2681,GO:0003924
Cluster-67248.27951,GO:0016788
Cluster-67248.28001,GO:0005515
Cluster-67248.32882,GO:0003899
Cluster-67248.33867,GO:0005524
Cluster-67248.34781,GO:0003676
Cluster-67248.36113,GO:0005524
Cluster-67248.38271,GO:0015002
Cluster-67248.38272,GO:0003924
Cluster-67248.39226,GO:0005524
Cluster-67248.41239,GO:0004601
Cluster-67248.41890,GO:0004665
Cluster-67248.42949,GO:0005506
Cluster-67248.43841,GO:0042302
Cluster-67248.44435,GO:0020037
Cluster-67248.44437,GO:0005506
Cluster-67248.44994,GO:0004842
Cluster-67248.47102,GO:0016705
Cluster-67248.47677,GO:0043531
Cluster-67248.47681,GO:0008830
Cluster-67248.50398,GO:0020037
Cluster-67248.51096,GO:0051536
Cluster-67248.52468,GO:0005524
Cluster-67248.53188,GO:0000166
Cluster-67248.54663,GO:0003779
Cluster-67248.55330,GO:0003735
Cluster-67248.55836,GO:0005524
Cluster-67248.56391,GO:0005515
Cluster-67248.57750,GO:0020037
Cluster-67248.59311,GO:0005525
Cluster-67248.59456,GO:0003677
Cluster-67248.60251,GO:0019902
Cluster-67248.60330,GO:0003723
Cluster-67248.62054,GO:0003677
Cluster-67248.62306,GO:0046872
Cluster-67248.64505,GO:0016987
Cluster-67248.65394,GO:0003677
Cluster-67248.66368,GO:0000287
Cluster-67248.66995,GO:0050151
Cluster-67248.67986,GO:0003824
Cluster-67248.68108,GO:0005524
Cluster-67248.68110,GO:0005524
Cluster-67248.68771,GO:0008270
Cluster-67248.69215,GO:0005524
Cluster-67248.69656,GO:0004672
Cluster-67248.69728,GO:0016773
Cluster-67248.69949,GO:0008270
Cluster-67248.70115,GO:0036094
